date,ingredient,students_present,meals_served,opening_stock,received_quantity,closing_stock,consumption,day_of_week,month,holiday,current_stock,minimum_stock
2025-08-29,Rice,462,462,600.0,0.0,393.57,206.43,Friday,8,0,393.57,100
2025-08-29,Dal,462,462,200.0,0.0,131.97,68.03,Friday,8,0,131.97,35
2025-08-29,Wheat,462,462,244.84,0.0,123.8,121.04,Friday,8,0,123.8,60
2025-08-29,Oil,462,462,57.37,0.0,32.46,24.91,Friday,8,0,32.46,15
2025-08-30,Rice,0,0,393.57,0.0,393.57,0.0,Saturday,8,0,393.57,100
2025-08-30,Dal,0,0,131.97,0.0,131.97,0.0,Saturday,8,0,131.97,35
2025-08-30,Wheat,0,0,123.8,0.0,123.8,0.0,Saturday,8,0,123.8,60
2025-08-30,Oil,0,0,32.46,0.0,32.46,0.0,Saturday,8,0,32.46,15
2025-08-31,Rice,0,0,393.57,0.0,393.57,0.0,Sunday,8,0,393.57,100
2025-08-31,Dal,0,0,131.97,0.0,131.97,0.0,Sunday,8,0,131.97,35
2025-08-31,Wheat,0,0,123.8,0.0,123.8,0.0,Sunday,8,0,123.8,60
2025-08-31,Oil,0,0,32.46,0.0,32.46,0.0,Sunday,8,0,32.46,15
2025-09-01,Rice,447,447,393.57,0.0,173.25,220.32,Monday,9,0,173.25,100
2025-09-01,Dal,447,447,131.97,182.79,200.0,114.76,Monday,9,0,200.0,35
2025-09-01,Wheat,447,447,123.8,343.67,350.0,117.47,Monday,9,0,350.0,60
2025-09-01,Oil,447,447,32.46,72.34,80.0,24.8,Monday,9,0,80.0,15
2025-09-02,Rice,444,444,173.25,638.28,600.0,211.53,Tuesday,9,0,600.0,100
2025-09-02,Dal,444,444,200.0,0.0,140.35,59.65,Tuesday,9,0,140.35,35
2025-09-02,Wheat,444,444,350.0,0.0,224.29,125.71,Tuesday,9,0,224.29,60
2025-09-02,Oil,444,444,80.0,0.0,55.23,24.77,Tuesday,9,0,55.23,15
2025-09-03,Rice,446,446,600.0,0.0,396.57,203.43,Wednesday,9,0,396.57,100
2025-09-03,Dal,446,446,140.35,0.0,78.19,62.16,Wednesday,9,0,78.19,35
2025-09-03,Wheat,446,446,224.29,0.0,113.08,111.21,Wednesday,9,0,113.08,60
2025-09-03,Oil,446,446,55.23,0.0,31.58,23.65,Wednesday,9,0,31.58,15
2025-09-04,Rice,426,426,396.57,0.0,197.86,198.71,Thursday,9,0,197.86,100
2025-09-04,Dal,426,426,78.19,185.03,200.0,63.22,Thursday,9,0,200.0,35
2025-09-04,Wheat,426,426,113.08,353.79,350.0,116.87,Thursday,9,0,350.0,60
2025-09-04,Oil,426,426,31.58,71.19,80.0,22.77,Thursday,9,0,80.0,15
2025-09-05,Rice,488,488,197.86,619.89,600.0,217.75,Friday,9,0,600.0,100
2025-09-05,Dal,488,488,200.0,0.0,131.98,68.02,Friday,9,0,131.98,35
2025-09-05,Wheat,488,488,350.0,0.0,217.03,132.97,Friday,9,0,217.03,60
2025-09-05,Oil,488,488,80.0,0.0,51.98,28.02,Friday,9,0,51.98,15
2025-09-06,Rice,0,0,600.0,0.0,600.0,0.0,Saturday,9,0,600.0,100
2025-09-06,Dal,0,0,131.98,0.0,131.98,0.0,Saturday,9,0,131.98,35
2025-09-06,Wheat,0,0,217.03,0.0,217.03,0.0,Saturday,9,0,217.03,60
2025-09-06,Oil,0,0,51.98,0.0,51.98,0.0,Saturday,9,0,51.98,15
2025-09-07,Rice,0,0,600.0,0.0,600.0,0.0,Sunday,9,0,600.0,100
2025-09-07,Dal,0,0,131.98,0.0,131.98,0.0,Sunday,9,0,131.98,35
2025-09-07,Wheat,0,0,217.03,0.0,217.03,0.0,Sunday,9,0,217.03,60
2025-09-07,Oil,0,0,51.98,0.0,51.98,0.0,Sunday,9,0,51.98,15
2025-09-08,Rice,463,463,600.0,0.0,387.39,212.61,Monday,9,0,387.39,100
2025-09-08,Dal,463,463,131.98,183.48,200.0,115.46,Monday,9,0,200.0,35
2025-09-08,Wheat,463,463,217.03,0.0,100.78,116.25,Monday,9,0,100.78,60
2025-09-08,Oil,463,463,51.98,0.0,27.6,24.38,Monday,9,0,27.6,15
2025-09-09,Rice,451,451,387.39,0.0,168.75,218.64,Tuesday,9,0,168.75,100
2025-09-09,Dal,451,451,200.0,0.0,138.02,61.98,Tuesday,9,0,138.02,35
2025-09-09,Wheat,451,451,100.78,379.74,350.0,130.52,Tuesday,9,0,350.0,60
2025-09-09,Oil,451,451,27.6,88.85,80.0,36.45,Tuesday,9,0,80.0,15
2025-09-10,Rice,429,429,168.75,628.13,600.0,196.88,Wednesday,9,0,600.0,100
2025-09-10,Dal,429,429,138.02,0.0,73.03,64.99,Wednesday,9,0,73.03,35
2025-09-10,Wheat,429,429,350.0,0.0,237.32,112.68,Wednesday,9,0,237.32,60
2025-09-10,Oil,429,429,80.0,0.0,56.29,23.71,Wednesday,9,0,56.29,15
2025-09-11,Rice,430,430,600.0,0.0,404.35,195.65,Thursday,9,0,404.35,100
2025-09-11,Dal,430,430,73.03,187.35,200.0,60.38,Thursday,9,0,200.0,35
2025-09-11,Wheat,430,430,237.32,0.0,124.17,113.15,Thursday,9,0,124.17,60
2025-09-11,Oil,430,430,56.29,0.0,33.27,23.02,Thursday,9,0,33.27,15
2025-09-12,Rice,404,404,404.35,0.0,223.68,180.67,Friday,9,0,223.68,100
2025-09-12,Dal,404,404,200.0,0.0,144.7,55.3,Friday,9,0,144.7,35
2025-09-12,Wheat,404,404,124.17,333.91,350.0,108.08,Friday,9,0,350.0,60
2025-09-12,Oil,404,404,33.27,69.46,80.0,22.73,Friday,9,0,80.0,15
2025-09-13,Rice,0,0,223.68,0.0,223.68,0.0,Saturday,9,0,223.68,100
2025-09-13,Dal,0,0,144.7,0.0,144.7,0.0,Saturday,9,0,144.7,35
2025-09-13,Wheat,0,0,350.0,0.0,350.0,0.0,Saturday,9,0,350.0,60
2025-09-13,Oil,0,0,80.0,0.0,80.0,0.0,Saturday,9,0,80.0,15
2025-09-14,Rice,0,0,223.68,0.0,223.68,0.0,Sunday,9,0,223.68,100
2025-09-14,Dal,0,0,144.7,0.0,144.7,0.0,Sunday,9,0,144.7,35
2025-09-14,Wheat,0,0,350.0,0.0,350.0,0.0,Sunday,9,0,350.0,60
2025-09-14,Oil,0,0,80.0,0.0,80.0,0.0,Sunday,9,0,80.0,15
2025-09-15,Rice,470,470,223.68,603.51,600.0,227.19,Monday,9,0,600.0,100
2025-09-15,Dal,470,470,144.7,0.0,77.6,67.1,Monday,9,0,77.6,35
2025-09-15,Wheat,470,470,350.0,0.0,221.26,128.74,Monday,9,0,221.26,60
2025-09-15,Oil,470,470,80.0,0.0,51.77,28.23,Monday,9,0,51.77,15
2025-09-16,Rice,421,421,600.0,0.0,406.55,193.45,Tuesday,9,0,406.55,100
2025-09-16,Dal,421,421,77.6,183.85,200.0,61.45,Tuesday,9,0,200.0,35
2025-09-16,Wheat,421,421,221.26,0.0,111.27,109.99,Tuesday,9,0,111.27,60
2025-09-16,Oil,421,421,51.77,0.0,27.4,24.37,Tuesday,9,0,27.4,15
2025-09-17,Rice,458,458,406.55,0.0,206.17,200.38,Wednesday,9,0,206.17,100
2025-09-17,Dal,458,458,200.0,0.0,134.05,65.95,Wednesday,9,0,134.05,35
2025-09-17,Wheat,458,458,111.27,363.17,350.0,124.44,Wednesday,9,0,350.0,60
2025-09-17,Oil,458,458,27.4,78.63,80.0,26.03,Wednesday,9,0,80.0,15
2025-09-18,Rice,439,439,206.17,602.91,600.0,209.08,Thursday,9,0,600.0,100
2025-09-18,Dal,439,439,134.05,0.0,71.8,62.25,Thursday,9,0,71.8,35
2025-09-18,Wheat,439,439,350.0,0.0,235.69,114.31,Thursday,9,0,235.69,60
2025-09-18,Oil,439,439,80.0,0.0,55.0,25.0,Thursday,9,0,55.0,15
2025-09-19,Rice,458,458,600.0,0.0,387.83,212.17,Friday,9,0,387.83,100
2025-09-19,Dal,458,458,71.8,197.9,200.0,69.7,Friday,9,0,200.0,35
2025-09-19,Wheat,458,458,235.69,0.0,113.07,122.62,Friday,9,0,113.07,60
2025-09-19,Oil,458,458,55.0,0.0,29.66,25.34,Friday,9,0,29.66,15
2025-09-20,Rice,0,0,387.83,0.0,387.83,0.0,Saturday,9,0,387.83,100
2025-09-20,Dal,0,0,200.0,0.0,200.0,0.0,Saturday,9,0,200.0,35
2025-09-20,Wheat,0,0,113.07,0.0,113.07,0.0,Saturday,9,0,113.07,60
2025-09-20,Oil,0,0,29.66,0.0,29.66,0.0,Saturday,9,0,29.66,15
2025-09-21,Rice,0,0,387.83,0.0,387.83,0.0,Sunday,9,0,387.83,100
2025-09-21,Dal,0,0,200.0,0.0,200.0,0.0,Sunday,9,0,200.0,35
2025-09-21,Wheat,0,0,113.07,0.0,113.07,0.0,Sunday,9,0,113.07,60
2025-09-21,Oil,0,0,29.66,0.0,29.66,0.0,Sunday,9,0,29.66,15
2025-09-22,Rice,444,444,387.83,0.0,182.23,205.6,Monday,9,0,182.23,100
2025-09-22,Dal,444,444,200.0,0.0,134.88,65.12,Monday,9,0,134.88,35
2025-09-22,Wheat,444,444,113.07,363.55,350.0,126.62,Monday,9,0,350.0,60
2025-09-22,Oil,444,444,29.66,73.7,80.0,23.36,Monday,9,0,80.0,15
2025-09-23,Rice,470,470,182.23,628.33,600.0,210.56,Tuesday,9,0,600.0,100
2025-09-23,Dal,470,470,134.88,0.0,62.58,72.3,Tuesday,9,0,62.58,35
2025-09-23,Wheat,470,470,350.0,0.0,222.68,127.32,Tuesday,9,0,222.68,60
2025-09-23,Oil,470,470,80.0,0.0,54.04,25.96,Tuesday,9,0,54.04,15
2025-09-24,Rice,428,428,600.0,0.0,409.68,190.32,Wednesday,9,0,409.68,100
2025-09-24,Dal,428,428,62.58,198.85,200.0,61.43,Wednesday,9,0,200.0,35
2025-09-24,Wheat,428,428,222.68,0.0,109.17,113.51,Wednesday,9,0,109.17,60
2025-09-24,Oil,428,428,54.04,0.0,29.4,24.64,Wednesday,9,0,29.4,15
2025-09-25,Rice,460,460,409.68,0.0,203.57,206.11,Thursday,9,0,203.57,100
2025-09-25,Dal,460,460,200.0,0.0,133.04,66.96,Thursday,9,0,133.04,35
2025-09-25,Wheat,460,460,109.17,363.29,350.0,122.46,Thursday,9,0,350.0,60
2025-09-25,Oil,460,460,29.4,77.2,80.0,26.6,Thursday,9,0,80.0,15
2025-09-26,Rice,496,496,203.57,621.8,600.0,225.37,Friday,9,0,600.0,100
2025-09-26,Dal,496,496,133.04,0.0,60.55,72.49,Friday,9,0,60.55,35
2025-09-26,Wheat,496,496,350.0,0.0,219.42,130.58,Friday,9,0,219.42,60
2025-09-26,Oil,496,496,80.0,0.0,51.07,28.93,Friday,9,0,51.07,15
2025-09-27,Rice,0,0,600.0,0.0,600.0,0.0,Saturday,9,0,600.0,100
2025-09-27,Dal,0,0,60.55,0.0,60.55,0.0,Saturday,9,0,60.55,35
2025-09-27,Wheat,0,0,219.42,0.0,219.42,0.0,Saturday,9,0,219.42,60
2025-09-27,Oil,0,0,51.07,0.0,51.07,0.0,Saturday,9,0,51.07,15
2025-09-28,Rice,0,0,600.0,0.0,600.0,0.0,Sunday,9,0,600.0,100
2025-09-28,Dal,0,0,60.55,0.0,60.55,0.0,Sunday,9,0,60.55,35
2025-09-28,Wheat,0,0,219.42,0.0,219.42,0.0,Sunday,9,0,219.42,60
2025-09-28,Oil,0,0,51.07,0.0,51.07,0.0,Sunday,9,0,51.07,15
2025-09-29,Rice,462,462,600.0,0.0,387.58,212.42,Monday,9,0,387.58,100
2025-09-29,Dal,462,462,60.55,207.41,200.0,67.96,Monday,9,0,200.0,35
2025-09-29,Wheat,462,462,219.42,0.0,94.26,125.16,Monday,9,0,94.26,60
2025-09-29,Oil,462,462,51.07,0.0,23.15,27.92,Monday,9,0,23.15,15
2025-09-30,Rice,455,455,387.58,0.0,184.46,203.12,Tuesday,9,0,184.46,100
2025-09-30,Dal,455,455,200.0,0.0,128.76,71.24,Tuesday,9,0,128.76,35
2025-09-30,Wheat,455,455,94.26,377.43,350.0,121.69,Tuesday,9,0,350.0,60
2025-09-30,Oil,455,455,23.15,83.11,80.0,26.26,Tuesday,9,0,80.0,15
2025-10-01,Rice,407,407,184.46,594.03,600.0,178.49,Wednesday,10,0,600.0,100
2025-10-01,Dal,407,407,128.76,0.0,71.19,57.57,Wednesday,10,0,71.19,35
2025-10-01,Wheat,407,407,350.0,0.0,244.36,105.64,Wednesday,10,0,244.36,60
2025-10-01,Oil,407,407,80.0,0.0,56.35,23.65,Wednesday,10,0,56.35,15
2025-10-02,Rice,488,488,600.0,0.0,379.2,220.8,Thursday,10,0,379.2,100
2025-10-02,Dal,488,488,71.19,200.63,200.0,71.82,Thursday,10,0,200.0,35
2025-10-02,Wheat,488,488,244.36,0.0,118.41,125.95,Thursday,10,0,118.41,60
2025-10-02,Oil,488,488,56.35,0.0,31.06,25.29,Thursday,10,0,31.06,15
2025-10-03,Rice,382,382,379.2,0.0,196.09,183.11,Friday,10,0,196.09,100
2025-10-03,Dal,382,382,200.0,0.0,89.8,110.2,Friday,10,0,89.8,35
2025-10-03,Wheat,382,382,118.41,330.08,350.0,98.49,Friday,10,0,350.0,60
2025-10-03,Oil,382,382,31.06,70.43,80.0,21.49,Friday,10,0,80.0,15
2025-10-04,Rice,0,0,196.09,0.0,196.09,0.0,Saturday,10,0,196.09,100
2025-10-04,Dal,0,0,89.8,0.0,89.8,0.0,Saturday,10,0,89.8,35
2025-10-04,Wheat,0,0,350.0,0.0,350.0,0.0,Saturday,10,0,350.0,60
2025-10-04,Oil,0,0,80.0,0.0,80.0,0.0,Saturday,10,0,80.0,15
2025-10-05,Rice,0,0,196.09,0.0,196.09,0.0,Sunday,10,0,196.09,100
2025-10-05,Dal,0,0,89.8,0.0,89.8,0.0,Sunday,10,0,89.8,35
2025-10-05,Wheat,0,0,350.0,0.0,350.0,0.0,Sunday,10,0,350.0,60
2025-10-05,Oil,0,0,80.0,0.0,80.0,0.0,Sunday,10,0,80.0,15
2025-10-06,Rice,448,448,196.09,603.91,600.0,200.0,Monday,10,0,600.0,100
2025-10-06,Dal,448,448,89.8,175.31,200.0,65.11,Monday,10,0,200.0,35
2025-10-06,Wheat,448,448,350.0,0.0,229.37,120.63,Monday,10,0,229.37,60
2025-10-06,Oil,448,448,80.0,0.0,55.59,24.41,Monday,10,0,55.59,15
2025-10-07,Rice,454,454,600.0,0.0,400.74,199.26,Tuesday,10,0,400.74,100
2025-10-07,Dal,454,454,200.0,0.0,137.64,62.36,Tuesday,10,0,137.64,35
2025-10-07,Wheat,454,454,229.37,0.0,112.81,116.56,Tuesday,10,0,112.81,60
2025-10-07,Oil,454,454,55.59,0.0,29.79,25.8,Tuesday,10,0,29.79,15
2025-10-08,Rice,446,446,400.74,0.0,193.33,207.41,Wednesday,10,0,193.33,100
2025-10-08,Dal,446,446,137.64,0.0,73.48,64.16,Wednesday,10,0,73.48,35
2025-10-08,Wheat,446,446,112.81,348.37,350.0,111.18,Wednesday,10,0,350.0,60
2025-10-08,Oil,446,446,29.79,77.03,80.0,26.82,Wednesday,10,0,80.0,15
2025-10-09,Rice,414,414,193.33,600.86,600.0,194.19,Thursday,10,0,600.0,100
2025-10-09,Dal,414,414,73.48,181.52,200.0,55.0,Thursday,10,0,200.0,35
2025-10-09,Wheat,414,414,350.0,0.0,235.42,114.58,Thursday,10,0,235.42,60
2025-10-09,Oil,414,414,80.0,0.0,58.7,21.3,Thursday,10,0,58.7,15
2025-10-10,Rice,430,430,600.0,0.0,401.37,198.63,Friday,10,0,401.37,100
2025-10-10,Dal,430,430,200.0,0.0,143.21,56.79,Friday,10,0,143.21,35
2025-10-10,Wheat,430,430,235.42,0.0,121.11,114.31,Friday,10,0,121.11,60
2025-10-10,Oil,430,430,58.7,0.0,35.08,23.62,Friday,10,0,35.08,15
2025-10-11,Rice,0,0,401.37,0.0,401.37,0.0,Saturday,10,0,401.37,100
2025-10-11,Dal,0,0,143.21,0.0,143.21,0.0,Saturday,10,0,143.21,35
2025-10-11,Wheat,0,0,121.11,0.0,121.11,0.0,Saturday,10,0,121.11,60
2025-10-11,Oil,0,0,35.08,0.0,35.08,0.0,Saturday,10,0,35.08,15
2025-10-12,Rice,0,0,401.37,0.0,401.37,0.0,Sunday,10,0,401.37,100
2025-10-12,Dal,0,0,143.21,0.0,143.21,0.0,Sunday,10,0,143.21,35
2025-10-12,Wheat,0,0,121.11,0.0,121.11,0.0,Sunday,10,0,121.11,60
2025-10-12,Oil,0,0,35.08,0.0,35.08,0.0,Sunday,10,0,35.08,15
2025-10-13,Rice,443,443,401.37,0.0,182.52,218.85,Monday,10,0,182.52,100
2025-10-13,Dal,443,443,143.21,0.0,77.79,65.42,Monday,10,0,77.79,35
2025-10-13,Wheat,443,443,121.11,412.16,350.0,183.27,Monday,10,0,350.0,60
2025-10-13,Oil,443,443,35.08,69.98,80.0,25.06,Monday,10,0,80.0,15
2025-10-14,Rice,440,440,182.52,604.72,600.0,187.24,Tuesday,10,0,600.0,100
2025-10-14,Dal,440,440,77.79,180.99,200.0,58.78,Tuesday,10,0,200.0,35
2025-10-14,Wheat,440,440,350.0,0.0,235.46,114.54,Tuesday,10,0,235.46,60
2025-10-14,Oil,440,440,80.0,0.0,54.8,25.2,Tuesday,10,0,54.8,15
2025-10-15,Rice,436,436,600.0,0.0,403.82,196.18,Wednesday,10,0,403.82,100
2025-10-15,Dal,436,436,200.0,0.0,137.93,62.07,Wednesday,10,0,137.93,35
2025-10-15,Wheat,436,436,235.46,0.0,118.82,116.64,Wednesday,10,0,118.82,60
2025-10-15,Oil,436,436,54.8,0.0,30.61,24.19,Wednesday,10,0,30.61,15
2025-10-16,Rice,476,476,403.82,0.0,176.5,227.32,Thursday,10,0,176.5,100
2025-10-16,Dal,476,476,137.93,0.0,69.9,68.03,Thursday,10,0,69.9,35
2025-10-16,Wheat,476,476,118.82,362.63,350.0,131.45,Thursday,10,0,350.0,60
2025-10-16,Oil,476,476,30.61,77.7,80.0,28.31,Thursday,10,0,80.0,15
2025-10-17,Rice,440,440,176.5,624.92,600.0,201.42,Friday,10,0,600.0,100
2025-10-17,Dal,440,440,69.9,192.94,200.0,62.84,Friday,10,0,200.0,35
2025-10-17,Wheat,440,440,350.0,0.0,233.11,116.89,Friday,10,0,233.11,60
2025-10-17,Oil,440,440,80.0,0.0,54.31,25.69,Friday,10,0,54.31,15
2025-10-18,Rice,0,0,600.0,0.0,600.0,0.0,Saturday,10,0,600.0,100
2025-10-18,Dal,0,0,200.0,0.0,200.0,0.0,Saturday,10,0,200.0,35
2025-10-18,Wheat,0,0,233.11,0.0,233.11,0.0,Saturday,10,0,233.11,60
2025-10-18,Oil,0,0,54.31,0.0,54.31,0.0,Saturday,10,0,54.31,15
2025-10-19,Rice,0,0,600.0,0.0,600.0,0.0,Sunday,10,0,600.0,100
2025-10-19,Dal,0,0,200.0,0.0,200.0,0.0,Sunday,10,0,200.0,35
2025-10-19,Wheat,0,0,233.11,0.0,233.11,0.0,Sunday,10,0,233.11,60
2025-10-19,Oil,0,0,54.31,0.0,54.31,0.0,Sunday,10,0,54.31,15
2025-10-20,Rice,448,448,600.0,0.0,402.4,197.6,Monday,10,0,402.4,100
2025-10-20,Dal,448,448,200.0,0.0,135.85,64.15,Monday,10,0,135.85,35
2025-10-20,Wheat,448,448,233.11,0.0,117.33,115.78,Monday,10,0,117.33,60
2025-10-20,Oil,448,448,54.31,0.0,29.85,24.46,Monday,10,0,29.85,15
2025-10-21,Rice,475,475,402.4,0.0,197.76,204.64,Tuesday,10,0,197.76,100
2025-10-21,Dal,475,475,135.85,0.0,67.09,68.76,Tuesday,10,0,67.09,35
2025-10-21,Wheat,475,475,117.33,365.35,350.0,132.68,Tuesday,10,0,350.0,60
2025-10-21,Oil,475,475,29.85,77.24,80.0,27.09,Tuesday,10,0,80.0,15
2025-10-22,Rice,461,461,197.76,619.02,600.0,216.78,Wednesday,10,0,600.0,100
2025-10-22,Dal,461,461,67.09,198.19,200.0,65.28,Wednesday,10,0,200.0,35
2025-10-22,Wheat,461,461,350.0,0.0,232.41,117.59,Wednesday,10,0,232.41,60
2025-10-22,Oil,461,461,80.0,0.0,54.65,25.35,Wednesday,10,0,54.65,15
2025-10-23,Rice,454,454,600.0,0.0,395.81,204.19,Thursday,10,0,395.81,100
2025-10-23,Dal,454,454,200.0,0.0,136.73,63.27,Thursday,10,0,136.73,35
2025-10-23,Wheat,454,454,232.41,341.9,350.0,224.31,Thursday,10,0,350.0,60
2025-10-23,Oil,454,454,54.65,0.0,29.32,25.33,Thursday,10,0,29.32,15
2025-10-24,Rice,431,431,395.81,0.0,182.45,213.36,Friday,10,0,182.45,100
2025-10-24,Dal,431,431,136.73,0.0,74.84,61.89,Friday,10,0,74.84,35
2025-10-24,Wheat,431,431,350.0,0.0,243.06,106.94,Friday,10,0,243.06,60
2025-10-24,Oil,431,431,29.32,73.77,80.0,23.09,Friday,10,0,80.0,15
2025-10-25,Rice,0,0,182.45,0.0,182.45,0.0,Saturday,10,0,182.45,100
2025-10-25,Dal,0,0,74.84,0.0,74.84,0.0,Saturday,10,0,74.84,35
2025-10-25,Wheat,0,0,243.06,0.0,243.06,0.0,Saturday,10,0,243.06,60
2025-10-25,Oil,0,0,80.0,0.0,80.0,0.0,Saturday,10,0,80.0,15
2025-10-26,Rice,0,0,182.45,0.0,182.45,0.0,Sunday,10,0,182.45,100
2025-10-26,Dal,0,0,74.84,0.0,74.84,0.0,Sunday,10,0,74.84,35
2025-10-26,Wheat,0,0,243.06,0.0,243.06,0.0,Sunday,10,0,243.06,60
2025-10-26,Oil,0,0,80.0,0.0,80.0,0.0,Sunday,10,0,80.0,15
2025-10-27,Rice,514,514,182.45,659.83,600.0,242.28,Monday,10,0,600.0,100
2025-10-27,Dal,514,514,74.84,193.45,200.0,68.29,Monday,10,0,200.0,35
2025-10-27,Wheat,514,514,243.06,0.0,102.93,140.13,Monday,10,0,102.93,60
2025-10-27,Oil,514,514,80.0,0.0,51.1,28.9,Monday,10,0,51.1,15
2025-10-28,Rice,447,447,600.0,0.0,390.2,209.8,Tuesday,10,0,390.2,100
2025-10-28,Dal,447,447,200.0,0.0,132.21,67.79,Tuesday,10,0,132.21,35
2025-10-28,Wheat,447,447,102.93,364.61,350.0,117.54,Tuesday,10,0,350.0,60
2025-10-28,Oil,447,447,51.1,0.0,27.61,23.49,Tuesday,10,0,27.61,15
2025-10-29,Rice,448,448,390.2,0.0,186.87,203.33,Wednesday,10,0,186.87,100
2025-10-29,Dal,448,448,132.21,0.0,63.53,68.68,Wednesday,10,0,63.53,35
2025-10-29,Wheat,448,448,350.0,0.0,224.92,125.08,Wednesday,10,0,224.92,60
2025-10-29,Oil,448,448,27.61,78.64,80.0,26.25,Wednesday,10,0,80.0,15
2025-10-30,Rice,465,465,186.87,624.47,600.0,211.34,Thursday,10,0,600.0,100
2025-10-30,Dal,465,465,63.53,204.95,200.0,68.48,Thursday,10,0,200.0,35
2025-10-30,Wheat,465,465,224.92,0.0,101.38,123.54,Thursday,10,0,101.38,60
2025-10-30,Oil,465,465,80.0,0.0,52.51,27.49,Thursday,10,0,52.51,15
2025-10-31,Rice,456,456,600.0,0.0,388.69,211.31,Friday,10,0,388.69,100
2025-10-31,Dal,456,456,200.0,0.0,134.19,65.81,Friday,10,0,134.19,35
2025-10-31,Wheat,456,456,101.38,381.35,350.0,132.73,Friday,10,0,350.0,60
2025-10-31,Oil,456,456,52.51,0.0,26.12,26.39,Friday,10,0,26.12,15
2025-11-01,Rice,0,0,388.69,0.0,388.69,0.0,Saturday,11,0,388.69,100
2025-11-01,Dal,0,0,134.19,0.0,134.19,0.0,Saturday,11,0,134.19,35
2025-11-01,Wheat,0,0,350.0,0.0,350.0,0.0,Saturday,11,0,350.0,60
2025-11-01,Oil,0,0,26.12,0.0,26.12,0.0,Saturday,11,0,26.12,15
2025-11-02,Rice,0,0,388.69,0.0,388.69,0.0,Sunday,11,0,388.69,100
2025-11-02,Dal,0,0,134.19,0.0,134.19,0.0,Sunday,11,0,134.19,35
2025-11-02,Wheat,0,0,350.0,0.0,350.0,0.0,Sunday,11,0,350.0,60
2025-11-02,Oil,0,0,26.12,0.0,26.12,0.0,Sunday,11,0,26.12,15
2025-11-03,Rice,418,418,388.69,0.0,179.6,209.09,Monday,11,0,179.6,100
2025-11-03,Dal,418,418,134.19,0.0,72.95,61.24,Monday,11,0,72.95,35
2025-11-03,Wheat,418,418,350.0,0.0,242.67,107.33,Monday,11,0,242.67,60
2025-11-03,Oil,418,418,26.12,75.62,80.0,21.74,Monday,11,0,80.0,15
2025-11-04,Rice,455,455,179.6,634.03,600.0,213.63,Tuesday,11,0,600.0,100
2025-11-04,Dal,455,455,72.95,188.75,200.0,61.7,Tuesday,11,0,200.0,35
2025-11-04,Wheat,455,455,242.67,0.0,117.32,125.35,Tuesday,11,0,117.32,60
2025-11-04,Oil,455,455,80.0,0.0,54.87,25.13,Tuesday,11,0,54.87,15
2025-11-05,Rice,438,438,600.0,0.0,385.25,214.75,Wednesday,11,0,385.25,100
2025-11-05,Dal,438,438,200.0,0.0,141.35,58.65,Wednesday,11,0,141.35,35
2025-11-05,Wheat,438,438,117.32,348.0,350.0,115.32,Wednesday,11,0,350.0,60
2025-11-05,Oil,438,438,54.87,0.0,29.55,25.32,Wednesday,11,0,29.55,15
2025-11-06,Rice,437,437,385.25,0.0,179.13,206.12,Thursday,11,0,179.13,100
2025-11-06,Dal,437,437,141.35,0.0,72.7,68.65,Thursday,11,0,72.7,35
2025-11-06,Wheat,437,437,350.0,0.0,231.32,118.68,Thursday,11,0,231.32,60
2025-11-06,Oil,437,437,29.55,75.11,80.0,24.66,Thursday,11,0,80.0,15
2025-11-07,Rice,485,485,179.13,632.71,600.0,211.84,Friday,11,0,600.0,100
2025-11-07,Dal,485,485,72.7,194.87,200.0,67.57,Friday,11,0,200.0,35
2025-11-07,Wheat,485,485,231.32,0.0,108.0,123.32,Friday,11,0,108.0,60
2025-11-07,Oil,485,485,80.0,0.0,55.53,24.47,Friday,11,0,55.53,15
2025-11-08,Rice,0,0,600.0,0.0,600.0,0.0,Saturday,11,0,600.0,100
2025-11-08,Dal,0,0,200.0,0.0,200.0,0.0,Saturday,11,0,200.0,35
2025-11-08,Wheat,0,0,108.0,0.0,108.0,0.0,Saturday,11,0,108.0,60
2025-11-08,Oil,0,0,55.53,0.0,55.53,0.0,Saturday,11,0,55.53,15
2025-11-09,Rice,0,0,600.0,0.0,600.0,0.0,Sunday,11,0,600.0,100
2025-11-09,Dal,0,0,200.0,0.0,200.0,0.0,Sunday,11,0,200.0,35
2025-11-09,Wheat,0,0,108.0,0.0,108.0,0.0,Sunday,11,0,108.0,60
2025-11-09,Oil,0,0,55.53,0.0,55.53,0.0,Sunday,11,0,55.53,15
2025-11-10,Rice,449,449,600.0,0.0,389.17,210.83,Monday,11,0,389.17,100
2025-11-10,Dal,449,449,200.0,0.0,134.14,65.86,Monday,11,0,134.14,35
2025-11-10,Wheat,449,449,108.0,360.1,350.0,118.1,Monday,11,0,350.0,60
2025-11-10,Oil,449,449,55.53,0.0,29.85,25.68,Monday,11,0,29.85,15
2025-11-11,Rice,455,455,389.17,0.0,168.12,221.05,Tuesday,11,0,168.12,100
2025-11-11,Dal,455,455,134.14,0.0,69.89,64.25,Tuesday,11,0,69.89,35
2025-11-11,Wheat,455,455,350.0,0.0,226.12,123.88,Tuesday,11,0,226.12,60
2025-11-11,Oil,455,455,29.85,93.31,80.0,43.16,Tuesday,11,0,80.0,15
2025-11-12,Rice,457,457,168.12,632.69,600.0,200.81,Wednesday,11,0,600.0,100
